,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp_Total,Att_Total,Cmp%_Total,TotDist,PrgDist,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Touches,T_Def Pen,T_Def 3rd,T_Mid 3rd,T_Att 3rd,T_Att Pen,T_Live,Drib_Att,Drib_Succ,Drib_Succ%,Drib_Tkld,Drib_Tkld%,Carries,Carry_TotDist,Carry_PrgDist,Carry_PrgNum,Carry_1/3,Carry_PA,Carry_Miscon,Carry_Dispos,Rec,Rec_Prg,D_Tkl,D_TklW,Tkl_Def 3rd,Tkl_Mid 3rd,Tkl_Att 3rd,Chal_Tkl,Chal_Att,Chal_Tkl%,Chal_Lost,Blocks,B_Sh,B_Pass,Int,Tkl+Int,Clr,Err
46,Manuel Akanji,SUI,"DF,MF",Manchester City,Premier League,28.0,1995.0,27.9,2,15,5,33.3,0.54,0.18,0.13,0.4,17.0,0,0,0,1.9,1.9,0.13,0.1,0.1,2180,2334,93.4,35688,9787,1091,1136,96.0,923,975,94.7,126,163,77.3,0,0.5,1.8,-0.5,13,214,15,2,148,55,1.97,45,1,0,3,2,4,4,0.14,4,0,0,0,0,0,2544,163,779,1385,392,27,2544,4,2,50.0,2,50.0,1639,8282,4923,46,51,3,14,9,1983,36,42,28,16,18,8,22,39,56.4,17,28,12,16,23,65,70,3
47,Marley Aké,FRA,FW,Udinese,Serie A,22.0,2001.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
48,Nathan Aké,NED,DF,Manchester City,Premier League,28.0,1995.0,22.7,2,20,5,25.0,0.88,0.22,0.1,0.4,10.8,0,0,0,2.5,2.5,0.12,-0.5,-0.5,1716,1864,92.1,26189,8717,882,921,95.8,750,796,94.2,43,85,50.6,2,1.2,1.1,0.8,10,148,5,1,116,36,1.59,28,0,2,4,1,1,6,0.26,3,0,1,2,0,0,2026,105,634,1116,281,38,2026,10,5,50.0,3,30.0,1280,6039,3501,24,43,1,8,2,1507,18,26,16,15,8,3,13,20,65.0,7,17,2,15,14,40,54,0
49,Ilias Akhomach,MAR,"MF,FW",Villarreal,La Liga,19.0,2004.0,16.8,2,30,7,23.3,1.79,0.42,0.07,0.29,18.1,0,0,0,3.2,3.2,0.11,-1.2,-1.2,372,481,77.3,5109,1318,239,275,86.9,101,133,75.9,14,28,50.0,2,2.6,2.5,-0.6,21,20,24,6,45,57,3.4,34,2,13,2,5,1,3,0.18,2,0,1,0,0,0,745,12,89,271,403,70,745,128,57,44.5,59,46.1,491,3523,2006,68,47,27,49,36,551,160,36,21,11,16,9,10,20,50.0,10,10,2,8,13,49,13,0
50,Sergio Akieme,ESP,DF,Almería,La Liga,25.0,1997.0,18.6,2,9,5,55.6,0.48,0.27,0.22,0.4,17.4,0,0,0,1.2,1.2,0.13,0.8,0.8,620,801,77.4,10224,3150,314,346,90.8,247,298,82.9,48,111,43.2,0,2.2,2.1,-2.2,17,30,14,12,28,32,1.72,22,3,4,1,2,0,1,0.05,0,0,0,1,0,0,959,54,338,420,216,20,959,40,21,52.5,18,45.0,498,2520,1141,27,23,2,15,16,525,72,27,15,18,7,2,13,16,81.3,3,14,4,10,10,37,34,0
51,Sergio Akieme,ESP,DF,Reims,Ligue 1,25.0,1997.0,9.1,2,11,2,18.2,1.21,0.22,0.18,1.0,18.3,0,0,0,1.4,1.4,0.13,0.6,0.6,277,350,79.1,4318,1253,148,163,90.8,109,133,82.0,14,37,37.8,0,0.4,0.4,-0.4,6,15,4,2,20,19,2.09,12,1,3,2,0,1,1,0.11,0,0,0,1,0,0,443,36,135,195,119,11,443,18,8,44.4,9,50.0,259,1562,742,20,12,3,12,8,239,34,11,5,6,3,2,8,11,72.7,3,9,3,6,10,21,25,0
52,Ebenezer Akinsanmiro,NGA,MF,Inter,Serie A,18.0,2004.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,7,8,87.5,83,45,6,6,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,1,1,1,0,2,1,6.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,9,0,3,6,1,0,9,0,0,0.0,0,0.0,9,83,11,0,1,0,1,1,10,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
53,Maghnes Akliouche,FRA,"MF,FW",Monaco,Ligue 1,21.0,2002.0,17.9,7,36,22,61.1,2.01,1.23,0.19,0.32,15.7,1,0,0,5.4,5.4,0.15,1.6,1.6,645,833,77.4,9118,2859,380,444,85.6,196,246,79.7,32,69,46.4,4,3.5,3.4,0.5,38,64,38,3,93,88,4.91,59,11,6,3,4,5,9,0.5,7,0,0,0,0,2,1055,10,101,457,513,79,1055,52,27,51.9,22,42.3,815,4602,1866,46,45,14,41,40,756,135,37,23,12,20,5,12,36,33.3,24,21,0,21,9,46,3,0
54,Paul Akouokou,CIV,MF,Betis,La Liga,25.0,1997.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,16,17,94.1,280,65,7,8,87.5,7,7,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,26,2,10,14,3,0,26,0,0,0.0,0,0.0,11,42,8,0,0,0,0,0,15,0,5,3,0,2,3,3,3,100.0,0,3,1,2,1,6,1,0
55,Paul Akouokou,CIV,MF,Lyon,Ligue 1,25.0,1997.0,3.4,0,2,0,0.0,0.59,0.0,0.0,0.0,15.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,158,185,85.4,2723,717,61,73,83.6,76,81,93.8,14,19,73.7,0,0.0,0.1,0.0,0,16,0,0,13,6,1.75,4,0,1,0,0,1,0,0.0,0,0,0,0,0,0,231,16,52,142,37,1,231,4,3,75.0,0,0.0,168,633,179,0,4,0,4,1,149,2,14,9,2,10,2,6,7,85.7,1,5,1,4,6,20,11,0
56,Jean-Daniel Akpa-Akpro,CIV,MF,Monza,Serie A,30.0,1992.0,7.8,0,7,3,42.9,0.89,0.38,0.0,0.0,26.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,220,263,83.7,3557,826,113,128,88.3,95,104,91.3,12,15,80.0,0,0.1,0.2,-0.1,1,14,0,0,10,5,0.64,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,348,22,111,187,58,5,348,10,3,30.0,3,30.0,189,1226,591,11,9,1,13,7,215,12,20,11,14,4,2,3,9,33.3,6,10,4,6,12,32,15,1
57,David Akpan Ankeye,NGA,FW,Genoa,Serie A,21.0,2002.0,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,8,9,88.9,85,20,2,3,66.7,3,3,100.0,0,0,0.0,0,0.0,0.4,0.0,0,0,1,0,1,1,1.58,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,17,0,2,6,10,1,17,5,2,40.0,3,60.0,12,109,61,3,1,1,2,0,10,2,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0
58,Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,28.0,1995.0,12.2,0,2,0,0.0,0.16,0.0,0.0,0.0,6.8,0,0,0,0.3,0.3,0.15,-0.3,-0.3,611,711,85.9,10584,3879,275,302,91.1,277,307,90.2,50,79,63.3,0,0.3,0.4,-0.3,5,71,2,0,55,16,1.31,13,0,2,0,1,0,3,0.25,3,0,0,0,0,0,861,72,360,449,59,5,861,13,9,69.2,4,30.8,483,2251,1054,10,11,2,10,1,564,9,35,18,22,12,1,26,35,74.3,9,28,8,20,18,53,32,0
59,David Alaba,AUT,DF,Real Madrid,La Liga,31.0,1992.0,12.8,0,14,3,21.4,1.09,0.23,0.0,0.0,19.8,6,0,0,1.0,1.0,0.07,-1.0,-1.0,810,904,89.6,12977,4997,447,464,96.3,297,330,90.0,49,84,58.3,1,0.7,0.8,0.3,10,56,5,0,51,18,1.4,13,4,0,1,0,0,1,0.08,0,1,0,0,0,0,1004,127,474,457,80,11,1004,0,0,0.0,0,0.0,699,3567,2011,9,11,0,5,1,730,13,13,9,7,5,1,4,8,50.0,4,10,7,3,15,28,34,0
60,Luis Alberto,ESP,MF,Lazio,Serie A,30.0,1992.0,25.7,5,56,15,26.8,2.18,0.58,0.09,0.33,22.0,4,0,0,4.7,4.7,0.08,0.3,0.3,1303,1679,77.6,20459,6568,711,797,89.2,442,538,82.2,104,239,43.5,7,4.7,4.8,2.3,64,172,48,4,212,118,4.6,81,29,0,7,0,1,9,0.35,8,1,0,0,0,0,1904,23,231,1004,690,61,1904,45,25,55.6,16,35.6,1018,5303,3192,83,62,10,33,24,1383,124,35,20,16,12,7,15,53,28.3,38,34,4,30,7,42,13,0
61,Raúl Albiol,ESP,DF,Villarreal,La Liga,37.0,1985.0,22.6,0,6,1,16.7,0.27,0.04,0.0,0.0,9.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,1095,1272,86.1,22569,8497,295,325,90.8,663,714,92.9,130,206,63.1,1,0.8,0.6,0.2,3,64,1,0,62,4,0.18,2,0,0,2,0,0,1,0.04,1,0,0,0,0,0,1476,244,853,605,26,14,1476,0,0,0.0,0,0.0,811,4596,2552,8,1,0,10,3,1019,0,25,14,15,9,1,18,27,66.7,9,31,24,7,16,41,102,0
62,Thiago Alcántara,ESP,MF,Liverpool,Premier League,32.0,1991.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,7,10,70.0,130,30,3,3,100.0,3,4,75.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,10,0,4,5,1,0,10,0,0,0.0,0,0.0,9,33,15,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
63,Carlos Alcaraz,ARG,MF,Juventus,Serie A,20.0,2002.0,4.2,0,11,2,18.2,2.61,0.47,0.0,0.0,24.0,2,0,0,0.4,0.4,0.03,-0.4,-0.4,143,165,86.7,2573,754,68,79,86.1,56,62,90.3,17,19,89.5,1,0.1,0.4,0.9,2,20,4,0,27,6,1.42,6,0,0,0,0,0,1,0.24,1,0,0,0,0,0,221,7,22,133,69,12,221,9,3,33.3,5,55.6,141,766,310,6,13,1,8,4,162,9,6,6,0,6,0,5,10,50.0,5,5,2,3,5,11,4,0
64,Rubén Alcaraz,ESP,MF,Cádiz,La Liga,32.0,1991.0,34.8,3,46,10,21.7,1.32,0.29,0.02,0.1,24.9,8,2,2,3.3,1.7,0.04,-0.3,-0.7,1271,1582,80.3,23608,6666,577,637,90.6,487,558,87.3,167,303,55.1,1,1.4,1.6,-0.4,23,151,16,3,154,75,2.15,52,10,1,7,2,3,5,0.14,3,0,0,2,0,0,1970,91,470,1193,328,28,1968,23,10,43.5,11,47.8,997,4688,1909,27,27,3,28,27,1135,37,97,59,39,52,6,50,121,41.3,71,60,14,46,33,130,55,2
65,Omar Alderete,PAR,DF,Getafe,La Liga,26.0,1996.0,24.4,0,24,5,20.8,0.98,0.21,0.0,0.0,19.7,3,0,0,1.2,1.2,0.05,-1.2,-1.2,678,1056,64.2,16564,7319,155,199,77.9,351,441,79.6,167,384,43.5,1,1.0,0.8,0.0,13,98,14,1,98,31,1.27,24,0,4,2,1,0,3,0.12,3,0,0,0,0,0,1316,132,591,667,73,32,1316,13,9,69.2,3,23.1,655,4060,2701,23,13,0,8,5,684,9,28,21,15,13,0,19,35,54.3,16,30,18,12,13,41,111,0
66,Iván Alejo,ESP,MF,Cádiz,La Liga,28.0,1995.0,18.8,0,11,2,18.2,0.59,0.11,0.0,0.0,21.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5,245,481,50.9,4241,1711,117,163,71.8,70,147,47.6,39,104,37.5,2,1.3,2.8,0.7,16,17,25,22,31,37,1.97,25,3,1,0,8,0,5,0.27,3,0,0,0,2,0,701,27,139,241,335,21,701,61,24,39.3,31,50.8,401,2974,1399,48,41,1,54,28,418,104,40,23,23,11,6,17,57,29.8,40,20,0,20,7,47,17,0
67,Carles Aleñá,ESP,MF,Getafe,La Liga,25.0,1998.0,11.3,1,16,5,31.3,1.41,0.44,0.06,0.2,18.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2,308,396,77.8,5315,1146,144,169,85.2,114,138,82.6,38,59,64.4,1,1.6,1.0,-0.6,18,31,3,2,23,36,3.18,21,12,0,1,1,1,2,0.18,1,1,0,0,0,0,546,14,74,251,223,22,546,28,6,21.4,20,71.4,308,1315,402,12,14,5,25,18,366,45,24,8,7,14,3,10,24,41.7,14,14,3,11,4,28,13,0
68,Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,24.0,1998.0,23.9,3,47,8,17.0,1.96,0.33,0.06,0.38,24.4,5,0,0,2.6,2.3,0.05,0.4,0.7,1553,2062,75.3,30386,12434,676,734,92.1,607,762,79.7,244,495,49.3,4,7.2,6.1,-3.2,64,202,57,18,205,126,5.27,80,33,5,6,0,2,7,0.29,4,3,0,0,0,0,2296,75,523,1217,582,34,2296,52,28,53.8,21,40.4,1250,5701,2724,45,48,7,27,6,1492,97,39,26,26,11,2,27,87,31.0,60,22,2,20,31,70,48,5
69,Aboubacar Ali,FRA,"MF,FW",Strasbourg,Ligue 1,17.0,2006.0,1.4,0,4,2,50.0,2.77,1.38,0.0,0.0,19.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,22,34,64.7,287,51,14,19,73.7,7,12,58.3,0,0,0.0,1,0.1,0.1,0.9,1,4,1,0,3,1,0.69,1,0,0,0,0,0,1,0.69,1,0,0,0,0,0,56,1,4,19,35,7,56,3,1,33.3,2,66.7,41,312,79,3,1,1,4,2,36,12,2,0,0,2,0,0,0,0.0,0,1,0,1,1,3,2,0
70,Mohamed Ali Cho,FRA,"FW,MF",Real Sociedad,La Liga,19.0,2004.0,2.8,0,3,0,0.0,1.08,0.0,0.0,0.0,17.4,0,0,0,0.4,0.4,0.13,-0.4,-0.4,38,66,57.6,502,124,23,32,71.9,12,18,66.7,1,9,11.1,0,0.1,0.3,-0.1,1,1,0,0,3,3,1.08,1,0,1,0,1,0,1,0.36,0,0,0,0,1,0,106,0,10,47,53,9,106,20,7,35.0,9,45.0,69,590,363,16,11,4,10,2,68,19,4,3,3,1,0,2,7,28.6,5,6,0,6,1,5,1,0
71,Mohamed Ali Cho,FRA,FW,Nice,Ligue 1,19.0,2004.0,9.6,1,18,6,33.3,1.88,0.63,0.06,0.17,21.1,0,0,0,1.1,1.1,0.06,-0.1,-0.1,193,268,72.0,3014,731,111,133,83.5,66,90,73.3,11,27,40.7,2,2.0,1.4,0.0,14,10,11,2,25,34,3.56,20,4,5,0,5,0,4,0.42,3,0,0,0,1,0,371,3,41,145,194,36,371,38,16,42.1,19,50.0,288,2206,1236,48,29,15,19,16,282,77,12,9,4,7,1,3,11,27.3,8,10,0,10,3,15,6,0
72,Faride Alidou,GER,"FW,MF",Köln,Bundesliga,22.0,2001.0,14.2,4,33,11,33.3,2.32,0.77,0.12,0.36,14.5,0,0,0,3.0,3.0,0.09,1.0,1.0,196,305,64.3,3211,831,97,134,72.4,69,100,69.0,20,41,48.8,0,0.6,0.7,-0.6,14,14,7,3,33,34,2.39,23,0,5,1,5,0,3,0.21,1,0,1,0,1,0,522,14,77,210,243,51,522,70,24,34.3,38,54.3,312,2561,1191,51,23,18,39,27,344,95,10,4,3,6,1,4,18,22.2,14,23,2,21,8,18,15,1
73,Nabil Alioui,FRA,"MF,FW",Le Havre,Ligue 1,24.0,1999.0,11.2,4,28,9,32.1,2.5,0.8,0.14,0.44,19.0,1,0,0,2.4,2.4,0.09,1.6,1.6,228,358,63.7,3856,1464,118,151,78.1,64,92,69.6,35,83,42.2,1,2.2,2.5,-1.2,24,35,15,3,43,40,3.56,24,11,3,2,0,0,2,0.18,1,1,0,0,0,0,485,6,50,224,221,33,485,38,15,39.5,21,55.3,340,1958,846,22,20,7,23,17,328,72,3,2,2,1,0,2,4,50.0,2,6,1,5,3,6,4,0
74,Alisson,BRA,GK,Liverpool,Premier League,30.0,1992.0,28.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,985,1142,86.3,21428,13147,238,239,99.6,597,607,98.4,147,284,51.8,0,0.0,0.0,0.0,1,8,0,0,5,11,0.39,10,1,0,0,0,0,0,0.0,0,0,0,0,0,0,1196,754,1145,52,0,0,1196,0,0,0.0,0,0.0,850,3713,2361,0,0,0,4,0,764,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,4
75,Tadeo Allende,ARG,"MF,FW",Celta Vigo,La Liga,24.0,1999.0,3.7,1,8,2,25.0,2.14,0.54,0.13,0.5,17.4,0,0,0,1.2,1.2,0.16,-0.2,-0.2,60,98,61.2,900,309,39,52,75.0,12,22,54.5,5,8,62.5,0,0.4,0.2,-0.4,2,5,2,1,7,9,2.41,4,0,1,3,1,0,0,0.0,0,0,0,0,0,0,143,3,19,66,60,11,143,8,3,37.5,4,50.0,85,558,223,9,4,1,8,8,101,25,6,1,3,2,1,4,6,66.7,2,3,0,3,3,9,3,0
76,Jim Allevinah,GAB,"MF,DF",Clermont Foot,Ligue 1,28.0,1995.0,20.7,2,37,11,29.7,1.79,0.53,0.05,0.18,14.8,0,0,0,2.6,2.6,0.07,-0.6,-0.6,589,743,79.3,8314,2195,321,375,85.6,206,264,78.0,20,42,47.6,1,1.2,1.4,-0.2,20,36,20,8,52,58,2.8,37,2,6,6,6,1,3,0.15,3,0,0,0,0,0,1008,48,223,443,360,67,1008,67,28,41.8,35,52.2,726,5623,2680,87,55,13,54,26,676,120,30,18,11,14,5,14,35,40.0,21,20,3,17,13,43,30,0
77,Domingos André Ribeiro Almeida,POR,"FW,MF",Valencia,La Liga,23.0,2000.0,10.7,2,10,4,40.0,0.93,0.37,0.2,0.5,19.3,0,0,0,0.6,0.6,0.06,1.4,1.4,315,399,78.9,4701,1257,183,202,90.6,99,124,79.8,23,40,57.5,1,1.2,0.9,-0.2,13,29,10,0,50,29,2.71,18,3,3,3,2,0,1,0.09,1,0,0,0,0,0,514,12,72,245,203,16,514,29,13,44.8,12,41.4,292,1847,861,24,27,6,20,17,367,33,25,15,9,12,4,9,19,47.4,10,13,1,12,6,31,5,0
78,Miguel Almirón,PAR,FW,Newcastle Utd,Premier League,29.0,1994.0,21.5,3,41,12,29.3,1.91,0.56,0.07,0.25,16.1,0,0,0,4.5,4.5,0.11,-1.5,-1.5,668,801,83.4,9023,1846,411,456,90.1,208,250,83.2,21,38,55.3,1,2.6,2.4,-1.6,24,38,21,3,78,52,2.41,40,1,3,7,1,0,4,0.19,2,1,0,1,0,0,1029,25,137,430,475,86,1029,52,23,44.2,22,42.3,652,4488,2276,78,43,22,30,27,741,162,36,24,13,15,8,11,29,37.9,18,29,2,27,10,46,13,0
79,Pontus Almqvist,SWE,"FW,MF",Lecce,Serie A,24.0,1999.0,23.4,2,40,15,37.5,1.71,0.64,0.05,0.13,19.7,0,0,0,2.3,2.3,0.06,-0.3,-0.3,351,478,73.4,4689,1071,224,282,79.4,85,120,70.8,17,20,85.0,1,2.7,1.8,-1.7,27,14,12,4,32,64,2.74,38,1,9,5,8,3,7,0.3,4,0,0,0,2,1,779,11,105,332,360,80,779,93,37,39.8,43,46.2,505,4048,1930,72,47,35,59,39,558,137,45,29,16,22,7,23,51,45.1,28,21,2,19,14,59,10,0
80,Marcos Alonso,ESP,DF,Barcelona,La Liga,32.0,1990.0,2.8,0,3,2,66.7,1.07,0.71,0.0,0.0,20.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,180,214,84.1,2690,803,105,112,93.8,57,67,85.1,8,21,38.1,0,0.5,0.3,-0.5,5,10,3,1,14,8,2.86,7,1,0,0,0,0,1,0.36,1,0,0,0,0,0,246,7,59,100,89,7,246,6,3,50.0,2,33.3,141,766,388,11,10,2,2,3,157,33,5,3,2,3,0,3,4,75.0,1,2,0,2,4,9,6,0
81,Adrià Altimira,ESP,"DF,MF",Villarreal,La Liga,22.0,2001.0,8.6,0,1,0,0.0,0.12,0.0,0.0,0.0,27.2,0,0,0,0.0,0.0,0.03,0.0,0.0,389,465,83.7,6578,2133,180,208,86.5,170,193,88.1,31,42,73.8,0,0.1,0.2,-0.1,2,25,5,2,29,6,0.7,6,0,0,0,0,0,1,0.12,1,0,0,0,0,0,552,38,200,278,82,2,552,16,11,68.8,4,25.0,257,1338,644,10,6,0,7,5,329,15,16,7,9,6,1,9,24,37.5,15,18,5,13,5,21,18,0
82,Sergi Altimira,ESP,MF,Betis,La Liga,21.0,2001.0,6.3,1,7,2,28.6,1.11,0.32,0.14,0.5,22.3,0,0,0,0.2,0.2,0.03,0.8,0.8,289,320,90.3,4841,1149,142,154,92.2,110,116,94.8,30,36,83.3,0,0.3,0.3,-0.3,4,26,2,0,31,14,2.22,8,1,2,1,2,0,0,0.0,0,0,0,0,0,0,391,22,93,236,64,6,391,11,6,54.5,5,45.5,224,1089,465,10,4,0,8,9,278,8,15,8,8,6,1,11,23,47.8,12,12,1,11,9,24,10,0
83,Edson Álvarez,MEX,MF,West Ham,Premier League,25.0,1997.0,26.4,1,17,3,17.6,0.64,0.11,0.06,0.33,21.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,1033,1207,85.6,17083,5225,518,573,90.4,401,445,90.1,87,132,65.9,1,0.6,0.8,0.4,12,87,6,1,91,32,1.21,24,0,2,3,0,3,2,0.08,2,0,0,0,0,0,1599,150,565,854,201,16,1599,42,27,64.3,14,33.3,890,5147,2227,20,27,1,38,30,948,26,80,39,47,26,7,31,66,47.0,35,59,20,39,42,122,81,0
84,Gastón Álvarez,URU,DF,Getafe,La Liga,23.0,2000.0,28.2,2,14,3,21.4,0.5,0.11,0.14,0.67,16.5,0,0,0,0.7,0.7,0.05,1.3,1.3,754,1017,74.1,14087,5016,296,339,87.3,356,438,81.3,86,197,43.7,0,0.6,0.4,-0.6,8,64,5,3,63,22,0.78,17,1,1,3,0,0,1,0.04,1,0,0,0,0,0,1325,125,508,648,178,22,1325,21,9,42.9,11,52.4,558,2517,1283,11,12,0,27,10,624,40,68,37,43,20,5,37,57,64.9,20,40,11,29,35,103,80,0
85,Hugo Álvarez,ESP,"MF,DF",Celta Vigo,La Liga,20.0,2003.0,8.5,1,12,4,33.3,1.42,0.47,0.08,0.25,13.9,0,0,0,1.0,1.0,0.09,0.0,0.0,380,455,83.5,5179,1437,241,263,91.6,117,134,87.3,8,27,29.6,1,1.5,1.8,-0.5,19,19,15,3,34,31,3.66,25,2,4,0,0,0,2,0.24,1,0,1,0,0,0,536,16,96,188,263,32,536,29,16,55.2,11,37.9,320,1875,1108,36,15,16,15,13,359,80,14,9,8,3,3,9,20,45.0,11,4,1,3,5,19,9,0
86,Julián Álvarez,ARG,"MF,FW",Manchester City,Premier League,23.0,2000.0,29.4,11,96,37,38.5,3.26,1.26,0.09,0.24,17.8,13,2,2,13.0,11.5,0.12,-2.0,-2.5,1011,1258,80.4,13977,2992,615,679,90.6,272,328,82.9,58,145,40.0,8,6.4,6.3,1.6,67,43,41,4,103,118,4.01,74,28,4,10,2,0,15,0.51,12,1,0,0,2,0,1554,20,107,473,988,149,1552,42,20,47.6,22,52.4,914,4459,2092,64,59,28,56,36,1103,180,24,13,5,8,11,8,32,25.0,24,30,0,30,2,26,14,1
87,Yeray Álvarez,ESP,DF,Athletic Club,La Liga,28.0,1995.0,12.8,0,7,2,28.6,0.55,0.16,0.0,0.0,14.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,572,710,80.6,11772,4181,157,181,86.7,346,378,91.5,63,128,49.2,0,0.1,0.4,-0.1,3,38,3,0,55,10,0.78,8,2,0,0,0,0,2,0.16,2,0,0,0,0,0,810,52,344,440,31,7,810,3,2,66.7,1,33.3,428,2689,1856,13,9,1,8,0,485,2,18,9,15,3,0,12,19,63.2,7,8,5,3,11,29,34,1
88,Skelly Alvero,FRA,MF,Lyon,Ligue 1,21.0,2002.0,4.7,1,9,3,33.3,1.9,0.63,0.11,0.33,22.9,0,0,0,0.4,0.4,0.05,0.6,0.6,159,193,82.4,2519,738,83,95,87.4,60,75,80.0,12,16,75.0,0,0.0,0.2,0.0,1,17,3,1,27,12,2.54,7,1,1,2,1,0,0,0.0,0,0,0,0,0,0,242,8,43,143,58,6,242,7,4,57.1,2,28.6,182,869,321,3,4,0,8,7,171,13,8,7,5,2,1,2,9,22.2,7,5,1,4,2,10,5,0
89,Skelly Alvero,FRA,MF,Werder Bremen,Bundesliga,21.0,2002.0,1.4,1,5,3,60.0,3.66,2.2,0.2,0.33,15.1,0,0,0,0.3,0.3,0.07,0.7,0.7,59,76,77.6,1098,274,24,35,68.6,25,27,92.6,8,9,88.9,0,0.0,0.0,0.0,1,3,1,0,9,4,2.9,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,100,4,26,54,21,6,100,2,2,100.0,0,0.0,61,369,172,1,3,0,2,1,62,6,6,4,1,5,0,3,3,100.0,0,3,1,2,1,7,1,0
90,Papa Amadou Diallo,SEN,FW,Metz,Ligue 1,19.0,2004.0,9.9,2,13,5,38.5,1.32,0.51,0.15,0.4,14.7,0,0,0,2.6,2.6,0.2,-0.6,-0.6,167,257,65.0,2726,899,86,121,71.1,64,98,65.3,12,24,50.0,1,0.9,0.7,0.1,12,17,6,2,30,20,2.02,18,0,0,1,0,1,1,0.1,1,0,0,0,0,0,405,18,97,177,146,24,405,43,16,37.2,25,58.1,259,1839,806,25,18,5,28,9,236,65,18,8,10,7,1,7,21,33.3,14,11,1,10,11,29,16,0
91,Selim Amallah,MAR,"FW,MF",Valencia,La Liga,26.0,1996.0,6.7,0,11,4,36.4,1.64,0.6,0.0,0.0,21.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,120,164,73.2,1635,456,69,83,83.1,32,46,69.6,7,14,50.0,1,0.3,0.3,0.7,4,11,3,0,21,14,2.09,7,0,3,0,4,0,1,0.15,1,0,0,0,0,0,293,7,48,133,117,16,293,42,18,42.9,15,35.7,172,954,358,7,13,2,29,15,191,36,17,12,7,7,3,3,9,33.3,6,13,0,13,11,28,6,0
